auth_false,net_traffic,net_traffic_auth,net_users,auth_store,train,route,routes_route,ip_count,auth_count,service_availability,vpn_ip,id,depart,arrive,train_name,p_count,count,real_route,route_arrival,station_of_departure,station_of_arrival,equipment,cron,availability,route_current,code,type,films_count,films_available,get_carriage,cont_users,actual_carriage,scan_carriage,rdl_api_version,comment_c,service_status_auth,service_status_nginx,service_status_dhcpd,service_status_ipcad,service_status_squid,source_car,auth_version,daemon_version,content_music,content_books,content_audio_book,content_films,content_press,http_codes_200,http_codes_404,http_codes_404_percent,core_version,docker_status,dockers_errors,dockers_errors_status,temp,temp_second
2,1826135788,1812392458,41,20,001-16095,016А,016А,33,20,0,192.168.218.24,636769,2021-12-28T00:41:00,2021-12-29T11:45:00,001-16095,1606,407,016А,"2021-12-28T11:45:00 821
2021-12-29T11:45:00 785
",МОСКВА-П-ОКТ,МУРМАНСК,"Incarnet 548",1,2021-12-28T13:44:09,016А,1,SPECIAL,0,,0,6,19,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,352,16,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-16478,231Г,231Г,,,,,637312,2021-12-28T00:45:00,2021-12-28T22:10:00,,,1,,,ИЖЕВСК,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,022-11134,688С,688С,,,,,637213,2021-12-28T00:45:00,2021-12-28T04:23:00,,,1,,,КАВКАЗСКАЯ,СТАВРОПОЛЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,061-15711,089Ж,089Ж,,,,,636841,2021-12-28T01:07:00,2021-12-29T12:07:00,,,1,,,"ВОЛГОГРАД I",СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,114458429,64807950,30,26,es2gp-002,718И,718И,32,23,0,,637187,2021-12-28T01:10:00,2021-12-28T04:50:00,es2gp-002,0,215,,,ИВАНОВО,МОСКВА-П-КУР,LASTA,1,2021-12-28T13:43:33,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,093-16001,298Н,298Н,,,,,637297,2021-12-28T01:11:00,2021-12-30T18:06:00,,,1,,,НОВОСИБ-ГЛАВ,ТЫНДА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-14967,331Й,331Й,,,,,637038,2021-12-28T01:23:00,2021-12-30T04:20:00,,,1,,,"НОВ УРЕНГОЙ",УФА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,024-17392,237Г,237Г,,,0,192.168.217.98,636801,2021-12-28T01:25:00,2021-12-28T14:13:00,,,1,,,КИРОВ,МОСКВА-П-ЯР,"Incarnet 472",1,2021-12-24T15:30:58,,,BRANDED,0,,0,0,10,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,23,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,137Г,137Г,,,,,637147,2021-12-28T01:31:00,2021-12-28T08:11:00,,,1,,,КРАСНОУФИМСК,ИЖЕВСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,161280804,156340939,66,35,es1-052/es1-054,808Э,808Э,,,,,637229,2021-12-28T01:33:00,2021-12-28T10:52:00,,,1,,,"РОЗА ХУТОР",РОСТОВ-ГЛ,LASTA,,,,,LASTA,,,,,,,,1,,,,,,set,,,,,,,,,,,,,,,,
,,,,,000-00000,692Я,692Я,,,,,637059,2021-12-28T01:43:00,2021-12-28T05:13:00,,,1,,,ПЕЧОРА,УСИНСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,024-17301,232Г,232Г,,,,,637313,2021-12-28T01:45:00,2021-12-28T19:35:00,,,1,,,МОСКВА-П-КАЗ,ИЖЕВСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,125548809,113470828,28,5,es2gp-005,718Я,718Я,42,22,0,,637186,2021-12-28T01:56:00,2021-12-28T05:35:00,es2gp-005,0,196,,,МОСКВА-П-КУР,ИВАНОВО,LASTA,1,2021-12-28T07:15:10,,,LASTA,40,,0,0,0,0,,4,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,084-16075,137Е,137Е,,,,,637196,2021-12-28T02:09:00,2021-12-30T01:15:00,,,1,,,"НИЖНЕВАРТ I",НОВОКУЗНЕЦК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,142С,142С,,,,,637234,2021-12-28T02:10:00,2021-12-31T05:20:00,,,1,,,СИМФЕРОПОЛЬ,"ПЕРМЬ II",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,682Ч,682Ч,,,,,636921,2021-12-28T02:23:00,2021-12-28T02:42:00,,,1,,,УРУЛЮНГУЙ,КРАСНОКАМЕНСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080-17378,264Й,264Й,,,,,637238,2021-12-28T02:27:00,2021-12-28T17:50:00,,,1,,,САМАРА,ОРСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,201Е,201Е,,,,,637318,2021-12-28T02:27:00,2021-12-29T05:22:00,,,1,,,ЕКАТЕРИН-ПАС,МОСКВА-П-ЯР,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,093-16845,087Ы,087Ы,,,,,636851,2021-12-28T02:30:00,2021-12-29T06:52:00,,,1,,,УСТЬ-ИЛИМСК,ИРКУТСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,252Й,252Й,,,,,637310,2021-12-28T02:45:00,2021-12-28T15:43:00,,,1,,,МОСКВА-П-КАЗ,"ПЕНЗА I",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,970Н,970Н,,,,,637205,2021-12-28T02:45:00,2021-12-28T10:09:00,,,1,,,ИРТЫШСКОЕ,КАМЕНЬ-НА-ОБИ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,990Ч,990Ч,,,,,637114,2021-12-28T02:55:00,2022-01-06T02:38:00,,,1,,,МОСКВА-П-КАЗ,ВЛАДИВОСТОК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,963Н,963Н,,,,,637008,2021-12-28T03:40:00,2021-12-28T07:00:00,,,1,,,"КАРАСУК I",ИРТЫШСКОЕ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,962Х,962Х,,,,,636987,2021-12-28T03:47:00,2021-12-28T05:35:00,,,1,,,АГИРИШ,ВЕРХНЕКОНД,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,077-16384,251Г,251Г,,,,,637302,2021-12-28T04:15:00,2021-12-28T12:45:00,,,1,,,Н.НОВГОРОД-МОСК,МОСКВА-П-ЯР,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,961Н,961Н,,,,,637024,2021-12-28T04:18:00,2021-12-28T07:59:00,,,1,,,КАМЕНЬ-НА-ОБИ,"КАРАСУК I",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,083-17406,328Й,328Й,,,,,637015,2021-12-28T04:19:00,2021-12-29T04:00:00,,,1,,,ТЫНДА,"НИЖНИЙ БЕСТ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,812Е,812Е,,,,,637246,2021-12-28T04:28:00,2021-12-28T09:00:00,,,1,,,ЕКАТЕРИН-ПАС,ТЮМЕНЬ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19952508,7167743,63,36,es1p-030,720В,720В,53,59,0,,637177,2021-12-28T04:32:00,2021-12-28T12:10:00,es1p-030,0,411,,,БЕЛГОРОД,МОСКВА-П-КУР,LASTA,1,2021-12-28T13:44:49,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,802Е,802Е,,,,,637231,2021-12-28T04:42:00,2021-12-28T09:30:00,,,1,,,"ПЕРМЬ II",ЕКАТЕРИН-ПАС,,,,,,LASTA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2,1181118415,1176307973,26,8,076-16071,085Е,085Е,23,8,0,192.168.218.232,636825,2021-12-28T04:45:00,2021-12-30T09:40:00,076-16071,1586,332,085Е,"2021-12-28T09:40:00 685
2021-12-30T09:40:00 901
","НИЖНЕВАРТ I",МОСКВА-П-КАЗ,"Incarnet 451",1,2021-12-28T13:43:47,085Е,1,SPECIAL,0,,0,6,15,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,869,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,849Е,849Е,,,,,637036,2021-12-28T04:59:00,2021-12-28T09:57:00,,,1,,,КУРГАН,ЕКАТЕРИН-ПАС,,,,,,LASTA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,022-10904,097М,097М,,,,,637174,2021-12-28T05:00:00,2021-12-28T07:26:00,,,1,,,ОРЕЛ,КУРСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,759Р,759Р,,,,,637056,2021-12-28T05:05:00,2021-12-28T13:20:00,,,1,,,Н.НОВГОРОД-МОСК,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24656049,13419813,30,5,es1-008/es1-016,802С,802С,,,,,637119,2021-12-28T05:19:00,2021-12-28T10:06:00,,,1,,,АДЛЕР,"КРАСНОДАР I",LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,,,,,058-16137,107Я,107Я,,,,,637194,2021-12-28T05:21:00,2021-12-28T11:51:00,,,1,,,"ВОЛОГДА I",МОСКВА-П-ЯР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,186978878,16384945,21,6,es1p-021,824В,824В,17,66,0,,637265,2021-12-28T05:22:00,2021-12-28T09:31:00,es1p-021,0,185,,,СОРТАВАЛА-Ц,СПБ-ФИНЛ,LASTA,1,2021-12-28T13:43:15,,,LASTA,40,,0,0,0,0,,4,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,812Э,812Э,,,,,636994,2021-12-28T05:23:00,2021-12-28T12:55:00,,,1,,,КАВКАЗСКАЯ,"ИМЕРЕТ КУРОРТ",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,052-16411,114С,114С,,,,,636873,2021-12-28T05:26:00,2021-12-30T11:40:00,,,1,,,АДЛЕР,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,751А,751А,,,,,637053,2021-12-28T05:30:00,2021-12-28T09:00:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5712752,0,55,,es1-047,829С,829С,44,39,0,,637250,2021-12-28T05:30:00,2021-12-28T13:16:00,es1-047,0,350,,,АНАПА,АДЛЕР,LASTA,1,2021-12-28T13:44:22,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,644Й,644Й,,,,,637255,2021-12-28T05:32:00,2021-12-28T07:52:00,,,1,,,"БАЛАШОВ I","РТИЩЕВО I",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7819546,6543697,48,34,es1-048,805Р,805Р,50,72,0,,637116,2021-12-28T05:33:00,2021-12-28T12:40:00,es1-048,0,333,,,ТАГАНРОГ,НОВОРОССИЙСК,LASTA,1,2021-12-28T13:44:45,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,024-17160,377Г,377Г,,,,,636974,2021-12-28T05:36:00,2021-12-30T11:36:00,,,1,,,"НОВ УРЕНГОЙ",КАЗАНЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,65729177,56617803,90,44,es1p-031/es1p-029,722М,722М,,,,,637153,2021-12-28T05:40:00,2021-12-28T11:28:00,,,1,,,КУРСК,МОСКВА-П-КУР,LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,,,,,000-00000,752А,752А,,,,,637054,2021-12-28T05:45:00,2021-12-28T09:15:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es1-024,821С,821С,,,,,637197,2021-12-28T05:56:00,2021-12-28T11:13:00,,,1,,,"КРАСНОДАР I","ИМЕРЕТ КУРОРТ",LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,124563638,109633318,32,11,es1p-007,810В,810В,20,229,0,,637204,2021-12-28T06:00:00,2021-12-28T09:30:00,es1p-007,0,83,,,ПСКОВ-ПАС,СПБ-БАЛТИЙСКИЙ,LASTA,1,2021-12-28T13:39:22,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,es1-033,727В,727В,,,0,,637292,2021-12-28T06:06:00,2021-12-28T09:47:00,,,1,,,БОЛОГОЕ-МОСК,МОСКВА-П-ОКТ,LASTA,1,2021-12-27T15:24:17,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
2,329038676,12833619,38,4,058-16103,057В,057В,35,23,0,192.168.216.14,637004,2021-12-28T06:08:00,2021-12-28T13:33:00,058-16103,3,373,057В,"2021-12-28T13:33:00 3
",ЕЛЕЦ,БЕЛГОРОД,"Incarnet 719",1,2021-12-28T13:44:23,057В,1,SPECIAL,0,,0,10,3,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,83,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,22227165,7675019,37,15,es1-006,809С,809С,37,43,0,,637007,2021-12-28T06:12:00,2021-12-28T13:10:00,es1-006,0,342,,,КИСЛОВОДСК,РОСТОВ-ГЛ,LASTA,1,2021-12-28T13:38:40,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,418322719,383750673,28,9,es2gp-016,821Ч,821Ч,20,40,0,,637262,2021-12-28T06:15:00,2021-12-28T10:28:00,es2gp-016,0,192,,,СПБ-ФИНЛ,СОРТАВАЛА-Ц,LASTA,1,2021-12-28T13:44:39,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,028-16254,243Я,243Я,,,,,637300,2021-12-28T06:15:00,2021-12-29T17:00:00,,,1,,,МУРМАНСК,ЯРОСЛАВЛЬ-ГЛ,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,568965,487885,6,3,es1-002,831Ж,831Ж,20,6,0,,637315,2021-12-28T06:18:00,2021-12-28T09:07:00,es1-002,0,165,,,НАЗРАНЬ,"МИНЕРАЛ ВОДЫ",LASTA,1,2021-12-28T09:53:04,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,es1p-361/es1p-362,717М,717М,,,,,637242,2021-12-28T06:20:00,2021-12-28T13:10:00,,,1,,,МОСКВА-П-СМОЛ,МИНСК-ПАС,LASTA,,,,,LASTA,,,,,,,,4,,,,,,set,,,,,,,,,,,,,,,,
,29665774,9301380,132,62,es1p-331/es1p-332,722Б,722Б,,,,,637245,2021-12-28T06:20:00,2021-12-28T13:10:00,,,1,,,МИНСК-ПАС,МОСКВА-П-СМОЛ,LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,,,,,es2gp-005,738И,738И,41,32,0,,637185,2021-12-28T06:24:00,2021-12-28T10:05:00,es2gp-005,0,63,,,ИВАНОВО,ЧЕРКИЗОВО,LASTA,1,2021-12-28T07:15:10,,,LASTA,40,,0,0,0,0,,3,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,41616311,34775652,16,9,es1p-010,718А,718А,36,34,0,,637294,2021-12-28T06:25:00,2021-12-28T10:32:00,es1p-010,0,226,,,МОСКВА-П-ЯР,"КОСТРОМА НОВ",LASTA,1,2021-12-28T13:44:13,,,LASTA,40,,0,0,0,0,,4,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,052-15645,302Ж,302Ж,,,,,637021,2021-12-28T06:25:00,2021-12-29T07:34:00,,,1,,,ГРОЗНЫЙ,"ВОЛГОГРАД I",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,024-14977,293Г,293Г,,,,,637304,2021-12-28T06:27:00,2021-12-29T03:30:00,,,1,,,ИЖЕВСК,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,57230847,0,55,,019-77800,701М,701М,86,0,0,192.168.216.51,637127,2021-12-28T06:32:00,2021-12-28T10:14:00,019-77800,259,172,701М,"2021-12-28T10:14:00 259
",ЧЕРКИЗОВО,Н.НОВГОРОД-МОСК,"Incarnet 2063",1,2021-12-28T13:44:15,701М,1,SPECIAL,0,,0,0,16,0,2.4.1,3,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,5969,39,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,1037206898,636732597,124,49,es1p-011,804Ч,804Ч,,,,,637159,2021-12-28T06:32:00,2021-12-28T11:57:00,,,1,,,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",ПЕТРОЗАВОДСК,LASTA,,,,,LASTA,,,,,,,,2,,,,,,set,,,,,,,,,,,,,,,,
,5621242,2649367,48,14,es1-034/es1-030,727Г,727Г,,,,,637140,2021-12-28T06:35:00,2021-12-28T10:24:00,,,1,,,Н.НОВГОРОД-МОСК,МОСКВА-П-КУР,LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,,,,,061-16958,485С,485С,,,,,637082,2021-12-28T06:35:00,2021-12-29T05:48:00,,,1,,,"ВОЛГОГРАД I",МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,34755,0,6,,es1p-005,803Ч,803Ч,50,1,0,,637158,2021-12-28T06:36:00,2021-12-28T12:00:00,es1p-005,0,204,,,ПЕТРОЗАВОДСК,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",LASTA,1,2021-12-28T10:30:41,,,LASTA,40,,0,0,0,0,,4,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,017-06829,119Й,119Й,,,,,637163,2021-12-28T06:40:00,2021-12-28T14:25:00,,,1,,,САРАНСК,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,755А,755А,,,,,637091,2021-12-28T06:40:00,2021-12-28T10:43:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,781М,781М,,,,,637065,2021-12-28T06:40:00,2021-12-28T09:10:00,,,1,,,СПБ-ФИНЛ,Хельсинки,,,,,,ALLEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,017-12140,615Я,615Я,,,,,637237,2021-12-28T06:42:00,2021-12-28T07:45:00,,,1,,,СЕВЕРОДВИНСК,ИСАКОГОРКА,"Incarnet 435",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,756А,756А,,,,,637092,2021-12-28T06:50:00,2021-12-28T10:45:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,757А,757А,,,,,637055,2021-12-28T06:50:00,2021-12-28T10:52:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35490439,0,69,,020-37018,737А,737А,,,0,192.168.218.73,637104,2021-12-28T06:53:00,2021-12-28T10:56:00,,,1,,,МОСКВА-П-КИЕВ,БРЯНСК-ОРЛОВ,"Incarnet 467",1,2021-12-23T20:30:39,,,SPECIAL,0,,0,7,10,0,2.4.1,4,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,0,0,0,5.15.11-1.el7.elrepo.x86_64,,,,,
,88679,0,15,,es1p-012,809В,809В,47,167,0,,637224,2021-12-28T06:55:00,2021-12-28T10:25:00,es1p-012,0,10,,,СПБ-БАЛТИЙСКИЙ,ПСКОВ-ПАС,LASTA,1,2021-12-28T13:14:36,,,LASTA,40,,0,0,0,0,,3,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,053-16021,251С,251С,,,,,637031,2021-12-28T06:58:00,2021-12-30T05:01:00,,,1,,,ВЛАДИКАВКАЗ,СПБ-ГЛАВНЫЙ,"Incarnet ",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,826С,826С,,,,,637023,2021-12-28T07:00:00,2021-12-28T09:51:00,,,1,,,МАЙКОП,ТУАПСЕ-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,028-16064,054Я,054Я,,,,,637200,2021-12-28T07:00:00,2021-12-28T17:30:00,,,1,,,СЫКТЫВКАР,УСИНСК,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,758А,758А,,,,,637062,2021-12-28T07:00:00,2021-12-28T11:04:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2082652012,2079559426,66,35,028-16221,101Я,101Я,75,35,0,192.168.217.213,637075,2021-12-28T07:01:00,2021-12-28T10:21:00,028-16221,294,188,101Я,"2021-12-28T10:21:00 294
",ЯРОСЛАВЛЬ-ГЛ,МОСКВА-П-ЯР,"Incarnet 456",1,2021-12-28T13:44:01,101Я,1,SPECIAL,0,,0,0,13,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,0,0,0,5.15.11-1.el7.elrepo.x86_64,,,,,
8,702628171,689826993,91,63,020-36887,738А,738А,111,70,0,192.168.217.131,637105,2021-12-28T07:05:00,2021-12-28T11:10:00,020-36887,456,145,738А,"2021-12-28T11:10:00 456
",БРЯНСК-ОРЛОВ,МОСКВА-П-КИЕВ,"Incarnet 561",1,2021-12-28T13:37:10,738А,1,SPECIAL,0,,0,6,10,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,4132,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,54282553,49031741,38,25,es2gp-003,739Я,739Я,49,35,0,,637182,2021-12-28T07:07:00,2021-12-28T10:48:00,es2gp-003,0,203,,,ЧЕРКИЗОВО,ИВАНОВО,LASTA,1,2021-12-28T13:44:05,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,052-15736,362С,362С,,,,,637290,2021-12-28T07:10:00,2021-12-28T10:24:00,,,1,,,"МИНЕРАЛ ВОДЫ",НАЛЬЧИК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,028-16049,053Я,053Я,,,,,637201,2021-12-28T07:10:00,2021-12-28T17:42:00,,,1,,,УСИНСК,СЫКТЫВКАР,"Incarnet 701",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-15048,121Й,121Й,,,,,637179,2021-12-28T07:10:00,2021-12-28T19:42:00,,,1,,,"ПЕНЗА I",МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,1397211,364535,13,1,017-13031,115Ч,115Ч,9,1,0,192.168.216.183,636893,2021-12-28T07:11:00,2021-12-29T06:07:00,017-13031,282,206,115Ч,"2021-12-29T06:07:00 282
",АРХАНГ-ГОР,МОСКВА-П-ЯР,"Incarnet 531",1,2021-12-28T13:20:59,115Ч,1,SPECIAL,0,,0,0,7,0,2.4.1,3,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,125,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,3112923,2984377,18,17,es1p-008,715Я,715Я,37,42,0,,637241,2021-12-28T07:12:00,2021-12-28T11:19:00,es1p-008,0,159,,,"КОСТРОМА НОВ",МОСКВА-П-ЯР,LASTA,1,2021-12-28T09:47:11,,,LASTA,40,,0,0,0,0,,4,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,096-17143,297Ж,297Ж,,,,,637298,2021-12-28T07:12:00,2021-12-31T04:34:00,,,1,,,ТЫНДА,НОВОСИБ-ГЛАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,27309693,8578348,40,24,es1p-321/es1p-322,727М,727М,,,,,637259,2021-12-28T07:15:00,2021-12-28T11:00:00,,,1,,,ЧЕРКИЗОВО,Н.НОВГОРОД-МОСК,LASTA,,,,,LASTA,,,,,,,,4,,,,,,set,,,,,,,,,,,,,,,,
,9008566,7677390,66,37,es1p-026,715М,715М,65,60,0,,637112,2021-12-28T07:15:00,2021-12-28T11:17:00,es1p-026,0,232,,,МОСКВА-П-СМОЛ,СМОЛЕНСК,LASTA,1,2021-12-28T13:44:20,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,2423068875,2422239929,40,21,es2gp-009,821Я,821Я,39,70,0,,637251,2021-12-28T07:17:00,2021-12-28T11:53:00,es2gp-009,0,231,,,СПБ-ГЛАВНЫЙ,ВАЛДАЙ,LASTA,1,2021-12-28T13:42:52,,,LASTA,40,,0,0,0,0,,3,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,782З,782З,,,,,637086,2021-12-28T07:17:00,2021-12-28T10:47:00,,,1,,,Хельсинки,СПБ-ФИНЛ,,,,,,ALLEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080-17469,185У,185У,,,,,637306,2021-12-28T07:20:00,2021-12-29T15:10:00,,,1,,,ОРСК,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
